formula,homeAttack,homeDefense,awayAttack,awayDefense,statGapAttack,statGapDefense,avgHomeGoals,avgAwayGoals,avgTotalGoals,homeWinRate,drawRate,awayWinRate,blowoutRate3Plus
blended_22_78,300,360,240,180,60,180,11.663,8.569,20.232,0.8415,0.0000,0.1585,0.6310
blended_22_78,300,360,240,240,60,120,10.838,8.669,19.507,0.7735,0.0000,0.2265,0.5515
blended_22_78,300,360,240,300,60,60,10.284,8.547,18.831,0.6950,0.0000,0.3050,0.5020
blended_22_78,300,360,240,360,60,0,9.555,8.746,18.301,0.6095,0.0000,0.3905,0.4450
blended_22_78,300,360,240,420,60,-60,8.893,8.719,17.611,0.5345,0.0000,0.4655,0.4375
blended_22_78,300,360,300,180,0,180,11.681,9.421,21.102,0.7870,0.0000,0.2130,0.5285
blended_22_78,300,360,300,240,0,120,10.941,9.426,20.367,0.6910,0.0000,0.3090,0.4930
blended_22_78,300,360,300,300,0,60,10.265,9.496,19.761,0.5945,0.0000,0.4055,0.4720
blended_22_78,300,360,300,360,0,0,9.481,9.536,19.017,0.4980,0.0000,0.5020,0.4435
blended_22_78,300,360,300,420,0,-60,8.782,9.543,18.325,0.4005,0.0000,0.5995,0.4525
blended_22_78,300,360,360,180,-60,180,11.739,10.313,22.053,0.6810,0.0000,0.3190,0.5025
blended_22_78,300,360,360,240,-60,120,10.879,10.304,21.183,0.5695,0.0000,0.4305,0.4500
blended_22_78,300,360,360,300,-60,60,10.384,10.312,20.696,0.5130,0.0000,0.4870,0.4280
blended_22_78,300,360,360,360,-60,0,9.443,10.373,19.815,0.3765,0.0000,0.6235,0.4540
blended_22_78,300,360,360,420,-60,-60,8.895,10.319,19.214,0.3195,0.0000,0.6805,0.4690
blended_22_78,300,360,420,180,-120,180,11.700,10.687,22.387,0.6255,0.0000,0.3745,0.4650
blended_22_78,300,360,420,240,-120,120,10.922,10.774,21.696,0.5120,0.0000,0.4880,0.4405
blended_22_78,300,360,420,300,-120,60,10.305,10.636,20.941,0.4645,0.0000,0.5355,0.4365
blended_22_78,300,360,420,360,-120,0,9.479,10.726,20.205,0.3495,0.0000,0.6505,0.4765
blended_22_78,300,360,420,420,-120,-60,8.809,10.696,19.505,0.2595,0.0000,0.7405,0.5050
blended_22_78,300,420,180,180,120,240,11.620,7.349,18.970,0.9305,0.0000,0.0695,0.7340
blended_22_78,300,420,180,240,120,180,10.743,7.313,18.056,0.8740,0.0000,0.1260,0.6510
blended_22_78,300,420,180,300,120,120,10.221,7.350,17.571,0.8320,0.0000,0.1680,0.6135
blended_22_78,300,420,180,360,120,60,9.466,7.366,16.832,0.7565,0.0000,0.2435,0.5385
blended_22_78,300,420,180,420,120,0,8.937,7.446,16.383,0.6875,0.0000,0.3125,0.4765
blended_22_78,300,420,240,180,60,240,11.562,8.101,19.663,0.8750,0.0000,0.1250,0.6510
blended_22_78,300,420,240,240,60,180,10.869,8.214,19.084,0.8125,0.0000,0.1875,0.5680
blended_22_78,300,420,240,300,60,120,10.284,8.274,18.558,0.7435,0.0000,0.2565,0.5200
blended_22_78,300,420,240,360,60,60,9.553,8.261,17.813,0.6625,0.0000,0.3375,0.4695
blended_22_78,300,420,240,420,60,0,8.841,8.371,17.212,0.5645,0.0000,0.4355,0.4390
blended_22_78,300,420,300,180,0,240,11.540,8.825,20.365,0.8180,0.0000,0.1820,0.5940
blended_22_78,300,420,300,240,0,180,10.856,8.909,19.765,0.7315,0.0000,0.2685,0.5375
blended_22_78,300,420,300,300,0,120,10.342,8.916,19.259,0.6775,0.0000,0.3225,0.4715
blended_22_78,300,420,300,360,0,60,9.558,8.812,18.370,0.5930,0.0000,0.4070,0.4310
blended_22_78,300,420,300,420,0,0,8.864,8.919,17.783,0.5050,0.0000,0.4950,0.4575
blended_22_78,300,420,360,180,-60,240,11.621,9.610,21.231,0.7460,0.0000,0.2540,0.5235
blended_22_78,300,420,360,240,-60,180,10.983,9.761,20.745,0.6495,0.0000,0.3505,0.4770
blended_22_78,300,420,360,300,-60,120,10.295,9.764,20.059,0.5825,0.0000,0.4175,0.4405
blended_22_78,300,420,360,360,-60,60,9.470,9.762,19.232,0.4660,0.0000,0.5340,0.4715
blended_22_78,300,420,360,420,-60,0,8.828,9.831,18.658,0.3685,0.0000,0.6315,0.4505
blended_22_78,300,420,420,180,-120,240,11.710,10.291,22.002,0.6725,0.0000,0.3275,0.4865
blended_22_78,300,420,420,240,-120,180,10.986,10.389,21.374,0.5745,0.0000,0.4255,0.4570
blended_22_78,300,420,420,300,-120,120,10.349,10.411,20.760,0.4990,0.0000,0.5010,0.4620
blended_22_78,300,420,420,360,-120,60,9.702,10.338,20.040,0.4165,0.0000,0.5835,0.4205
blended_22_78,300,420,420,420,-120,0,8.822,10.295,19.117,0.3130,0.0000,0.6870,0.4780
blended_22_78,360,180,180,180,180,0,12.262,10.355,22.617,0.7375,0.0000,0.2625,0.5155
blended_22_78,360,180,180,240,180,-60,11.604,10.262,21.866,0.6720,0.0000,0.3280,0.4605
blended_22_78,360,180,180,300,180,-120,10.778,10.300,21.078,0.5560,0.0000,0.4440,0.4375
blended_22_78,360,180,180,360,180,-180,10.254,10.270,20.524,0.5065,0.0000,0.4935,0.4285
blended_22_78,360,180,180,420,180,-240,9.675,10.358,20.034,0.4175,0.0000,0.5825,0.4625
blended_22_78,360,180,240,180,120,0,12.345,11.152,23.497,0.6475,0.0000,0.3525,0.4470
blended_22_78,360,180,240,240,120,-60,11.479,11.168,22.647,0.5480,0.0000,0.4520,0.4385
blended_22_78,360,180,240,300,120,-120,10.745,11.185,21.930,0.4440,0.0000,0.5560,0.4300
blended_22_78,360,180,240,360,120,-180,10.232,11.062,21.294,0.3955,0.0000,0.6045,0.4760
blended_22_78,360,180,240,420,120,-240,9.655,11.036,20.691,0.3200,0.0000,0.6800,0.4755
blended_22_78,360,180,300,180,60,0,12.367,11.817,24.184,0.5740,0.0000,0.4260,0.4475
blended_22_78,360,180,300,240,60,-60,11.566,11.713,23.279,0.4940,0.0000,0.5060,0.4300
blended_22_78,360,180,300,300,60,-120,10.741,11.735,22.476,0.3695,0.0000,0.6305,0.4625
blended_22_78,360,180,300,360,60,-180,10.255,11.803,22.058,0.3025,0.0000,0.6975,0.4845
blended_22_78,360,180,300,420,60,-240,9.749,11.765,21.515,0.2480,0.0000,0.7520,0.5150
blended_22_78,360,180,360,180,0,0,12.351,12.342,24.693,0.5130,0.0000,0.4870,0.4375
blended_22_78,360,180,360,240,0,-60,11.597,12.329,23.926,0.4010,0.0000,0.5990,0.4535
blended_22_78,360,180,360,300,0,-120,10.701,12.281,22.983,0.3015,0.0000,0.6985,0.4970
blended_22_78,360,180,360,360,0,-180,10.270,12.322,22.592,0.2460,0.0000,0.7540,0.5200
blended_22_78,360,180,360,420,0,-240,9.546,12.300,21.846,0.1755,0.0000,0.8245,0.5945
blended_22_78,360,180,420,180,-60,0,12.489,12.835,25.323,0.4575,0.0000,0.5425,0.4555
blended_22_78,360,180,420,240,-60,-60,11.551,12.761,24.312,0.3545,0.0000,0.6455,0.4790
blended_22_78,360,180,420,300,-60,-120,10.669,12.771,23.441,0.2380,0.0000,0.7620,0.5360
blended_22_78,360,180,420,360,-60,-180,10.440,12.643,23.083,0.2260,0.0000,0.7740,0.5315
blended_22_78,360,180,420,420,-60,-240,9.651,12.749,22.401,0.1590,0.0000,0.8410,0.6290
blended_22_78,360,240,180,180,180,60,12.336,9.042,21.378,0.8710,0.0000,0.1290,0.6405
blended_22_78,360,240,180,240,180,0,11.492,9.004,20.495,0.8005,0.0000,0.1995,0.5495
blended_22_78,360,240,180,300,180,-60,10.685,9.146,19.831,0.6995,0.0000,0.3005,0.4975
blended_22_78,360,240,180,360,180,-120,10.326,9.068,19.394,0.6590,0.0000,0.3410,0.4815
blended_22_78,360,240,180,420,180,-180,9.711,9.074,18.785,0.5790,0.0000,0.4210,0.4585
blended_22_78,360,240,240,180,120,60,12.354,10.316,22.669,0.7550,0.0000,0.2450,0.5145
blended_22_78,360,240,240,240,120,0,11.584,10.339,21.923,0.6670,0.0000,0.3330,0.4700
blended_22_78,360,240,240,300,120,-60,10.765,10.281,21.047,0.5600,0.0000,0.4400,0.4475
blended_22_78,360,240,240,360,120,-120,10.395,10.334,20.729,0.5025,0.0000,0.4975,0.4415
blended_22_78,360,240,240,420,120,-180,9.704,10.284,19.989,0.4180,0.0000,0.5820,0.4480
blended_22_78,360,240,300,180,60,60,12.369,10.967,23.337,0.6845,0.0000,0.3155,0.4860
blended_22_78,360,240,300,240,60,0,11.570,10.906,22.477,0.5910,0.0000,0.4090,0.4505
blended_22_78,360,240,300,300,60,-60,10.801,10.824,21.625,0.5025,0.0000,0.4975,0.4470
blended_22_78,360,240,300,360,60,-120,10.252,10.892,21.145,0.4270,0.0000,0.5730,0.4575
blended_22_78,360,240,300,420,60,-180,9.752,10.931,20.683,0.3555,0.0000,0.6445,0.4755
blended_22_78,360,240,360,180,0,60,12.354,11.589,23.943,0.6095,0.0000,0.3905,0.4495
blended_22_78,360,240,360,240,0,0,11.480,11.492,22.972,0.5020,0.0000,0.4980,0.4570
blended_22_78,360,240,360,300,0,-60,10.770,11.556,22.326,0.4015,0.0000,0.5985,0.4465
blended_22_78,360,240,360,360,0,-120,10.194,11.500,21.694,0.3320,0.0000,0.6680,0.5000
blended_22_78,360,240,360,420,0,-180,9.639,11.565,21.203,0.2590,0.0000,0.7410,0.5005
blended_22_78,360,240,420,180,-60,60,12.288,11.848,24.136,0.5525,0.0000,0.4475,0.4370
blended_22_78,360,240,420,240,-60,0,11.475,11.873,23.348,0.4460,0.0000,0.5540,0.4540
blended_22_78,360,240,420,300,-60,-60,10.767,11.938,22.704,0.3535,0.0000,0.6465,0.4560
blended_22_78,360,240,420,360,-60,-120,10.274,11.921,22.194,0.3030,0.0000,0.6970,0.4935
blended_22_78,360,240,420,420,-60,-180,9.589,11.866,21.456,0.2155,0.0000,0.7845,0.5590
blended_22_78,360,300,180,180,180,120,12.196,8.327,20.523,0.9015,0.0000,0.0985,0.7005
blended_22_78,360,300,180,240,180,60,11.501,8.373,19.873,0.8500,0.0000,0.1500,0.6195
blended_22_78,360,300,180,300,180,0,10.534,8.370,18.904,0.7595,0.0000,0.2405,0.5485
blended_22_78,360,300,180,360,180,-60,10.194,8.416,18.610,0.7240,0.0000,0.2760,0.5130
blended_22_78,360,300,180,420,180,-120,9.729,8.452,18.181,0.6660,0.0000,0.3340,0.4600
blended_22_78,360,300,240,180,120,120,12.152,9.194,21.346,0.8360,0.0000,0.1640,0.6080
blended_22_78,360,300,240,240,120,60,11.496,9.217,20.713,0.7760,0.0000,0.2240,0.5640
blended_22_78,360,300,240,300,120,0,10.742,9.274,20.016,0.6935,0.0000,0.3065,0.4895
blended_22_78,360,300,240,360,120,-60,10.308,9.291,19.599,0.6180,0.0000,0.3820,0.4565
blended_22_78,360,300,240,420,120,-120,9.746,9.314,19.060,0.5570,0.0000,0.4430,0.4480
blended_22_78,360,300,300,180,60,120,12.379,10.153,22.532,0.7695,0.0000,0.2305,0.5320
blended_22_78,360,300,300,240,60,60,11.634,10.304,21.938,0.6705,0.0000,0.3295,0.4975
blended_22_78,360,300,300,300,60,0,10.736,10.403,21.139,0.5440,0.0000,0.4560,0.4640
blended_22_78,360,300,300,360,60,-60,10.348,10.383,20.731,0.4985,0.0000,0.5015,0.4225
blended_22_78,360,300,300,420,60,-120,9.731,10.258,19.989,0.4355,0.0000,0.5645,0.4550
blended_22_78,360,300,360,180,0,120,12.361,10.649,23.010,0.7075,0.0000,0.2925,0.5045
blended_22_78,360,300,360,240,0,60,11.541,10.626,22.167,0.6185,0.0000,0.3815,0.4410
blended_22_78,360,300,360,300,0,0,10.748,10.678,21.425,0.5240,0.0000,0.4760,0.4260
blended_22_78,360,300,360,360,0,-60,10.258,10.781,21.039,0.4305,0.0000,0.5695,0.4395
blended_22_78,360,300,360,420,0,-120,9.570,10.738,20.308,0.3545,0.0000,0.6455,0.4575
blended_22_78,360,300,420,180,-60,120,12.396,11.403,23.800,0.6285,0.0000,0.3715,0.4700
blended_22_78,360,300,420,240,-60,60,11.699,11.262,22.962,0.5525,0.0000,0.4475,0.4310
blended_22_78,360,300,420,300,-60,0,10.651,11.384,22.035,0.4075,0.0000,0.5925,0.4450
blended_22_78,360,300,420,360,-60,-60,10.305,11.180,21.484,0.3870,0.0000,0.6130,0.4850
blended_22_78,360,300,420,420,-60,-120,9.664,11.365,21.029,0.2900,0.0000,0.7100,0.4860
blended_22_78,360,360,180,180,180,180,12.080,7.731,19.811,0.9225,0.0000,0.0775,0.7450
blended_22_78,360,360,180,240,180,120,11.399,7.657,19.056,0.8970,0.0000,0.1030,0.6765
blended_22_78,360,360,180,300,180,60,10.639,7.782,18.421,0.8350,0.0000,0.1650,0.6080
blended_22_78,360,360,180,360,180,0,10.293,7.724,18.018,0.8050,0.0000,0.1950,0.5650
blended_22_78,360,360,180,420,180,-60,9.594,7.798,17.392,0.7275,0.0000,0.2725,0.5065
blended_22_78,360,360,240,180,120,180,12.220,8.586,20.806,0.8850,0.0000,0.1150,0.6865
blended_22_78,360,360,240,240,120,120,11.317,8.583,19.900,0.8270,0.0000,0.1730,0.5915
blended_22_78,360,360,240,300,120,60,10.648,8.626,19.274,0.7460,0.0000,0.2540,0.5250
blended_22_78,360,360,240,360,120,0,10.322,8.610,18.932,0.7110,0.0000,0.2890,0.5085
blended_22_78,360,360,240,420,120,-60,9.653,8.757,18.410,0.6240,0.0000,0.3760,0.4455
blended_22_78,360,360,300,180,60,180,12.273,9.460,21.733,0.8240,0.0000,0.1760,0.5835
blended_22_78,360,360,300,240,60,120,11.497,9.431,20.928,0.7545,0.0000,0.2455,0.5300
blended_22_78,360,360,300,300,60,60,10.722,9.446,20.168,0.6625,0.0000,0.3375,0.4780
blended_22_78,360,360,300,360,60,0,10.312,9.534,19.846,0.5955,0.0000,0.4045,0.4500
blended_22_78,360,360,300,420,60,-60,9.838,9.535,19.373,0.5425,0.0000,0.4575,0.4480
blended_22_78,360,360,360,180,0,180,12.336,10.251,22.587,0.7500,0.0000,0.2500,0.5320
blended_22_78,360,360,360,240,0,120,11.559,10.364,21.922,0.6580,0.0000,0.3420,0.4580
blended_22_78,360,360,360,300,0,60,10.766,10.358,21.124,0.5520,0.0000,0.4480,0.4690
blended_22_78,360,360,360,360,0,0,10.262,10.341,20.603,0.4885,0.0000,0.5115,0.4605
blended_22_78,360,360,360,420,0,-60,9.816,10.260,20.076,0.4470,0.0000,0.5530,0.4265
blended_22_78,360,360,420,180,-60,180,12.265,10.659,22.925,0.6970,0.0000,0.3030,0.5040
blended_22_78,360,360,420,240,-60,120,11.576,10.690,22.267,0.6115,0.0000,0.3885,0.4520
blended_22_78,360,360,420,300,-60,60,10.717,10.707,21.425,0.5075,0.0000,0.4925,0.4535
blended_22_78,360,360,420,360,-60,0,10.309,10.706,21.014,0.4405,0.0000,0.5595,0.4525
blended_22_78,360,360,420,420,-60,-60,9.656,10.719,20.375,0.3590,0.0000,0.6410,0.4660
blended_22_78,360,420,180,180,180,240,12.131,7.287,19.418,0.9460,0.0000,0.0540,0.7895
blended_22_78,360,420,180,240,180,180,11.325,7.285,18.610,0.9115,0.0000,0.0885,0.7010
blended_22_78,360,420,180,300,180,120,10.650,7.340,17.990,0.8660,0.0000,0.1340,0.6545
blended_22_78,360,420,180,360,180,60,10.274,7.277,17.552,0.8315,0.0000,0.1685,0.6235
blended_22_78,360,420,180,420,180,0,9.614,7.397,17.011,0.7765,0.0000,0.2235,0.5495
blended_22_78,360,420,240,180,120,240,12.188,8.197,20.385,0.9050,0.0000,0.0950,0.7075
blended_22_78,360,420,240,240,120,180,11.384,8.121,19.505,0.8560,0.0000,0.1440,0.6380
blended_22_78,360,420,240,300,120,120,10.728,8.197,18.925,0.8005,0.0000,0.1995,0.5745
blended_22_78,360,420,240,360,120,60,10.268,8.238,18.506,0.7540,0.0000,0.2460,0.5285
blended_22_78,360,420,240,420,120,0,9.649,8.268,17.916,0.6790,0.0000,0.3210,0.4770
blended_22_78,360,420,300,180,60,240,12.303,8.835,21.138,0.8765,0.0000,0.1235,0.6525
blended_22_78,360,420,300,240,60,180,11.483,8.721,20.204,0.8240,0.0000,0.1760,0.6015
blended_22_78,360,420,300,300,60,120,10.707,8.814,19.520,0.7375,0.0000,0.2625,0.5090
blended_22_78,360,420,300,360,60,60,10.284,8.922,19.206,0.6830,0.0000,0.3170,0.4760
blended_22_78,360,420,300,420,60,0,9.661,8.880,18.541,0.6110,0.0000,0.3890,0.4525
blended_22_78,360,420,360,180,0,240,12.370,9.671,22.041,0.8145,0.0000,0.1855,0.5895
blended_22_78,360,420,360,240,0,180,11.543,9.563,21.105,0.7525,0.0000,0.2475,0.5195
blended_22_78,360,420,360,300,0,120,10.712,9.773,20.485,0.6195,0.0000,0.3805,0.4480
blended_22_78,360,420,360,360,0,60,10.272,9.684,19.956,0.5730,0.0000,0.4270,0.4460
blended_22_78,360,420,360,420,0,0,9.626,9.620,19.246,0.5105,0.0000,0.4895,0.4315
blended_22_78,360,420,420,180,-60,240,12.325,10.243,22.568,0.7470,0.0000,0.2530,0.5440
blended_22_78,360,420,420,240,-60,180,11.525,10.243,21.768,0.6635,0.0000,0.3365,0.4910
blended_22_78,360,420,420,300,-60,120,10.723,10.293,21.016,0.5515,0.0000,0.4485,0.4565
blended_22_78,360,420,420,360,-60,60,10.239,10.345,20.584,0.4900,0.0000,0.5100,0.4510
blended_22_78,360,420,420,420,-60,0,9.694,10.376,20.069,0.4185,0.0000,0.5815,0.4605
blended_22_78,420,180,180,180,240,0,12.697,10.357,23.054,0.7925,0.0000,0.2075,0.5415
blended_22_78,420,180,180,240,240,-60,11.975,10.291,22.266,0.7155,0.0000,0.2845,0.4985
blended_22_78,420,180,180,300,240,-120,11.271,10.231,21.502,0.6320,0.0000,0.3680,0.4710
blended_22_78,420,180,180,360,240,-180,10.668,10.232,20.899,0.5580,0.0000,0.4420,0.4575
blended_22_78,420,180,180,420,240,-240,10.239,10.278,20.517,0.4925,0.0000,0.5075,0.4505
blended_22_78,420,180,240,180,180,0,12.741,11.127,23.867,0.7005,0.0000,0.2995,0.4825
blended_22_78,420,180,240,240,180,-60,12.031,11.242,23.273,0.6015,0.0000,0.3985,0.4470
blended_22_78,420,180,240,300,180,-120,11.416,11.213,22.630,0.5270,0.0000,0.4730,0.4405
blended_22_78,420,180,240,360,180,-180,10.711,11.114,21.825,0.4515,0.0000,0.5485,0.4300
blended_22_78,420,180,240,420,180,-240,10.370,11.167,21.538,0.3965,0.0000,0.6035,0.4600
blended_22_78,420,180,300,180,120,0,12.784,11.915,24.699,0.6010,0.0000,0.3990,0.4575
blended_22_78,420,180,300,240,120,-60,12.116,11.830,23.946,0.5485,0.0000,0.4515,0.4375
blended_22_78,420,180,300,300,120,-120,11.373,11.749,23.122,0.4495,0.0000,0.5505,0.4430
blended_22_78,420,180,300,360,120,-180,10.761,11.808,22.569,0.3565,0.0000,0.6435,0.4725
blended_22_78,420,180,300,420,120,-240,10.281,11.722,22.003,0.3130,0.0000,0.6870,0.4915
blended_22_78,420,180,360,180,60,0,12.774,12.337,25.111,0.5485,0.0000,0.4515,0.4360
blended_22_78,420,180,360,240,60,-60,11.975,12.418,24.392,0.4490,0.0000,0.5510,0.4290
blended_22_78,420,180,360,300,60,-120,11.296,12.474,23.770,0.3480,0.0000,0.6520,0.4685
blended_22_78,420,180,360,360,60,-180,10.753,12.377,23.130,0.3015,0.0000,0.6985,0.4825
blended_22_78,420,180,360,420,60,-240,10.265,12.307,22.572,0.2555,0.0000,0.7445,0.5380
blended_22_78,420,180,420,180,0,0,12.818,12.929,25.747,0.4825,0.0000,0.5175,0.3990
blended_22_78,420,180,420,240,0,-60,11.909,12.800,24.709,0.3725,0.0000,0.6275,0.4485
blended_22_78,420,180,420,300,0,-120,11.338,12.810,24.148,0.3010,0.0000,0.6990,0.4590
blended_22_78,420,180,420,360,0,-180,10.576,12.705,23.281,0.2365,0.0000,0.7635,0.5295
blended_22_78,420,180,420,420,0,-240,10.244,12.790,23.035,0.2040,0.0000,0.7960,0.5740
blended_22_78,420,240,180,180,240,60,12.687,8.932,21.619,0.8965,0.0000,0.1035,0.6760
blended_22_78,420,240,180,240,240,0,11.893,8.992,20.884,0.8315,0.0000,0.1685,0.6160
blended_22_78,420,240,180,300,240,-60,11.263,8.909,20.172,0.7740,0.0000,0.2260,0.5475
blended_22_78,420,240,180,360,240,-120,10.666,9.075,19.741,0.7040,0.0000,0.2960,0.4925
blended_22_78,420,240,180,420,240,-180,10.300,9.097,19.396,0.6505,0.0000,0.3495,0.4910
blended_22_78,420,240,240,180,180,60,12.714,10.280,22.994,0.7980,0.0000,0.2020,0.5415
blended_22_78,420,240,240,240,180,0,11.905,10.188,22.093,0.7170,0.0000,0.2830,0.4985
blended_22_78,420,240,240,300,180,-60,11.322,10.274,21.596,0.6325,0.0000,0.3675,0.4605
blended_22_78,420,240,240,360,180,-120,10.771,10.295,21.066,0.5715,0.0000,0.4285,0.4555
blended_22_78,420,240,240,420,180,-180,10.220,10.369,20.590,0.4720,0.0000,0.5280,0.4700
blended_22_78,420,240,300,180,120,60,12.685,10.876,23.561,0.7170,0.0000,0.2830,0.4985
blended_22_78,420,240,300,240,120,0,11.899,10.992,22.892,0.6065,0.0000,0.3935,0.4645
blended_22_78,420,240,300,300,120,-60,11.375,10.957,22.332,0.5560,0.0000,0.4440,0.4410
blended_22_78,420,240,300,360,120,-120,10.815,10.930,21.745,0.4870,0.0000,0.5130,0.4370
blended_22_78,420,240,300,420,120,-180,10.290,10.951,21.241,0.4200,0.0000,0.5800,0.4515
blended_22_78,420,240,360,180,60,60,12.784,11.618,24.403,0.6605,0.0000,0.3395,0.4500
blended_22_78,420,240,360,240,60,0,12.037,11.561,23.599,0.5605,0.0000,0.4395,0.4355
blended_22_78,420,240,360,300,60,-60,11.287,11.540,22.827,0.4625,0.0000,0.5375,0.4540
blended_22_78,420,240,360,360,60,-120,10.650,11.526,22.176,0.3875,0.0000,0.6125,0.4490
blended_22_78,420,240,360,420,60,-180,10.232,11.614,21.846,0.3400,0.0000,0.6600,0.5045
blended_22_78,420,240,420,180,0,60,12.855,11.977,24.832,0.6175,0.0000,0.3825,0.4545
blended_22_78,420,240,420,240,0,0,11.980,12.012,23.992,0.4925,0.0000,0.5075,0.4165
blended_22_78,420,240,420,300,0,-60,11.469,11.946,23.415,0.4330,0.0000,0.5670,0.4630
blended_22_78,420,240,420,360,0,-120,10.774,11.938,22.712,0.3455,0.0000,0.6545,0.4760
blended_22_78,420,240,420,420,0,-180,10.257,11.973,22.230,0.2860,0.0000,0.7140,0.5060
blended_22_78,420,300,180,180,240,120,12.503,8.302,20.805,0.9175,0.0000,0.0825,0.7490
blended_22_78,420,300,180,240,240,60,11.732,8.283,20.015,0.8875,0.0000,0.1125,0.6620
blended_22_78,420,300,180,300,240,0,11.235,8.276,19.511,0.8490,0.0000,0.1510,0.6030
blended_22_78,420,300,180,360,240,-60,10.665,8.379,19.044,0.7705,0.0000,0.2295,0.5330
blended_22_78,420,300,180,420,240,-120,10.264,8.502,18.767,0.7145,0.0000,0.2855,0.5015
blended_22_78,420,300,240,180,180,120,12.613,9.162,21.774,0.8735,0.0000,0.1265,0.6515
blended_22_78,420,300,240,240,180,60,11.833,9.151,20.984,0.8125,0.0000,0.1875,0.5755
blended_22_78,420,300,240,300,180,0,11.318,9.255,20.572,0.7535,0.0000,0.2465,0.5330
blended_22_78,420,300,240,360,180,-60,10.652,9.223,19.875,0.6755,0.0000,0.3245,0.4885
blended_22_78,420,300,240,420,180,-120,10.318,9.316,19.634,0.6245,0.0000,0.3755,0.4670
blended_22_78,420,300,300,180,120,120,12.760,10.244,23.004,0.7970,0.0000,0.2030,0.5675
blended_22_78,420,300,300,240,120,60,11.841,10.328,22.169,0.6765,0.0000,0.3235,0.4915
blended_22_78,420,300,300,300,120,0,11.311,10.254,21.565,0.6425,0.0000,0.3575,0.4600
blended_22_78,420,300,300,360,120,-60,10.710,10.145,20.854,0.5745,0.0000,0.4255,0.4485
blended_22_78,420,300,300,420,120,-120,10.409,10.265,20.674,0.5115,0.0000,0.4885,0.4405
blended_22_78,420,300,360,180,60,120,12.697,10.636,23.334,0.7490,0.0000,0.2510,0.5315
blended_22_78,420,300,360,240,60,60,11.886,10.699,22.585,0.6465,0.0000,0.3535,0.4870
blended_22_78,420,300,360,300,60,0,11.380,10.675,22.055,0.6005,0.0000,0.3995,0.4475
blended_22_78,420,300,360,360,60,-60,10.824,10.678,21.502,0.5195,0.0000,0.4805,0.4500
blended_22_78,420,300,360,420,60,-120,10.268,10.668,20.936,0.4380,0.0000,0.5620,0.4635
blended_22_78,420,300,420,180,0,120,12.848,11.377,24.226,0.6945,0.0000,0.3055,0.5000
blended_22_78,420,300,420,240,0,60,11.889,11.249,23.139,0.5885,0.0000,0.4115,0.4370
blended_22_78,420,300,420,300,0,0,11.413,11.393,22.806,0.5125,0.0000,0.4875,0.4265
blended_22_78,420,300,420,360,0,-60,10.680,11.380,22.059,0.4020,0.0000,0.5980,0.4775
blended_22_78,420,300,420,420,0,-120,10.280,11.342,21.622,0.3690,0.0000,0.6310,0.4915
blended_22_78,420,360,180,180,240,180,12.563,7.713,20.275,0.9495,0.0000,0.0505,0.8025
blended_22_78,420,360,180,240,240,120,11.723,7.691,19.414,0.9095,0.0000,0.0905,0.7065
blended_22_78,420,360,180,300,240,60,11.266,7.761,19.027,0.8770,0.0000,0.1230,0.6740
blended_22_78,420,360,180,360,240,0,10.628,7.774,18.402,0.8285,0.0000,0.1715,0.5945
blended_22_78,420,360,180,420,240,-60,10.295,7.766,18.061,0.7980,0.0000,0.2020,0.5760
blended_22_78,420,360,240,180,180,180,12.604,8.526,21.130,0.9110,0.0000,0.0890,0.7175
blended_22_78,420,360,240,240,180,120,11.829,8.566,20.395,0.8475,0.0000,0.1525,0.6560
blended_22_78,420,360,240,300,180,60,11.293,8.566,19.860,0.8210,0.0000,0.1790,0.5910
blended_22_78,420,360,240,360,180,0,10.646,8.681,19.327,0.7395,0.0000,0.2605,0.5240
blended_22_78,420,360,240,420,180,-60,10.319,8.569,18.888,0.7315,0.0000,0.2685,0.4820
blended_22_78,420,360,300,180,120,180,12.686,9.452,22.138,0.8630,0.0000,0.1370,0.6260
blended_22_78,420,360,300,240,120,120,11.886,9.408,21.294,0.7955,0.0000,0.2045,0.5545
blended_22_78,420,360,300,300,120,60,11.232,9.410,20.642,0.7280,0.0000,0.2720,0.5180
blended_22_78,420,360,300,360,120,0,10.712,9.478,20.190,0.6615,0.0000,0.3385,0.4595
blended_22_78,420,360,300,420,120,-60,10.381,9.599,19.980,0.5890,0.0000,0.4110,0.4530
blended_22_78,420,360,360,180,60,180,12.620,10.146,22.767,0.7920,0.0000,0.2080,0.5675
blended_22_78,420,360,360,240,60,120,11.924,10.289,22.212,0.7100,0.0000,0.2900,0.4985
blended_22_78,420,360,360,300,60,60,11.296,10.332,21.627,0.6190,0.0000,0.3810,0.4685
blended_22_78,420,360,360,360,60,0,10.691,10.366,21.057,0.5380,0.0000,0.4620,0.4485
blended_22_78,420,360,360,420,60,-60,10.307,10.287,20.594,0.5115,0.0000,0.4885,0.4540
blended_22_78,420,360,420,180,0,180,12.785,10.601,23.386,0.7620,0.0000,0.2380,0.5360
blended_22_78,420,360,420,240,0,120,11.975,10.691,22.665,0.6635,0.0000,0.3365,0.4715
blended_22_78,420,360,420,300,0,60,11.396,10.753,22.149,0.5830,0.0000,0.4170,0.4620
blended_22_78,420,360,420,360,0,0,10.716,10.677,21.392,0.5080,0.0000,0.4920,0.4450
